,FlightNum,Qty_Cancelled,Qty,CancelledRatio
1976,5861,35,1015,3.45
1977,4289,58,1683,3.45
1978,7988,9,261,3.45
1979,6201,82,2380,3.45
1980,4211,135,3916,3.45
1981,3957,79,2291,3.45
1982,5795,28,811,3.45
1983,3961,90,2609,3.45
1984,4773,31,899,3.45
1985,4401,75,2174,3.45
1986,6993,10,291,3.44
1987,4408,99,2875,3.44
1988,7436,20,581,3.44
1989,5557,35,1018,3.44
1990,7569,19,552,3.44
1991,5735,22,639,3.44
1992,5585,27,784,3.44
1993,7346,20,581,3.44
1994,4957,33,960,3.44
1995,3700,89,2585,3.44
1996,4619,103,2993,3.44
1997,5771,20,582,3.44
1998,4527,74,2154,3.44
1999,7869,10,291,3.44
2000,2017,207,6015,3.44
2001,4421,109,3165,3.44
2002,6279,44,1278,3.44
2003,6918,20,581,3.44
2004,4539,99,2884,3.43
2005,3416,60,1749,3.43
2006,4822,44,1284,3.43
2007,4453,63,1838,3.43
2008,6286,36,1049,3.43
2009,5284,39,1136,3.43
2010,5101,42,1225,3.43
2011,3556,62,1809,3.43
2012,4430,85,2480,3.43
2013,5055,39,1136,3.43
2014,1856,354,10354,3.42
2015,5496,25,730,3.42
2016,5376,25,730,3.42
2017,2652,109,3183,3.42
2018,2677,74,2163,3.42
2019,4053,73,2136,3.42
2020,4810,56,1643,3.41
2021,4719,55,1615,3.41
2022,9523,14,411,3.41
2023,2653,114,3348,3.41
2024,5882,10,293,3.41
2025,2807,144,4225,3.41
2026,2203,138,4048,3.41
2027,2702,152,4460,3.41
2028,3991,42,1233,3.41
2029,4499,53,1554,3.41
2030,2154,96,2816,3.41
2031,5796,16,470,3.4
2032,5150,40,1178,3.4
2033,6858,52,1528,3.4
2034,7310,16,471,3.4
2035,6056,46,1354,3.4
2036,5821,36,1063,3.39
2037,5714,15,443,3.39
2038,5743,30,885,3.39
2039,2778,84,2477,3.39
2040,7109,4,118,3.39
2041,4845,75,2211,3.39
2042,4695,28,826,3.39
2043,4724,61,1799,3.39
2044,5134,33,973,3.39
2045,6317,43,1267,3.39
2046,4332,95,2805,3.39
2047,5463,33,973,3.39
2048,7070,4,118,3.39
2049,7892,6,177,3.39
2050,3246,46,1355,3.39
2051,4128,103,3041,3.39
2052,5545,37,1095,3.38
2053,5824,34,1007,3.38
2054,3712,116,3429,3.38
2055,2661,116,3430,3.38
2056,5498,33,977,3.38
2057,5834,46,1361,3.38
2058,6211,42,1242,3.38
2059,7701,9,266,3.38
2060,4362,104,3079,3.38
2061,768,523,15495,3.38
2062,1874,377,11179,3.37
2063,5652,22,653,3.37
2064,4434,73,2169,3.37
2065,5061,29,861,3.37
2066,4397,116,3447,3.37
2067,7950,3,89,3.37
2068,5844,22,653,3.37
2069,2442,192,5700,3.37
2070,3632,46,1366,3.37
2071,4702,44,1305,3.37
2072,1462,352,10478,3.36
2073,366,577,17148,3.36
2074,4452,63,1874,3.36
2075,5073,45,1341,3.36
2076,4682,62,1844,3.36
2077,3143,49,1460,3.36
2078,4376,52,1546,3.36
2079,1639,261,7771,3.36
2080,4847,57,1701,3.35
2081,5015,61,1819,3.35
2082,4062,59,1761,3.35
2083,6863,47,1401,3.35
2084,5175,17,508,3.35
2085,3523,56,1671,3.35
2086,7503,16,477,3.35
2087,6999,9,269,3.35
2088,3651,70,2089,3.35
2089,4278,102,3042,3.35
2090,7332,11,328,3.35
2091,1643,374,11149,3.35
2092,3834,108,3222,3.35
2093,5634,7,209,3.35
2094,4684,65,1943,3.35
2095,4329,111,3312,3.35
2096,6678,38,1134,3.35
2097,3771,92,2745,3.35
2098,6382,31,925,3.35
2099,4663,72,2154,3.34
2100,4100,81,2422,3.34
2101,4826,46,1376,3.34
2102,3364,45,1349,3.34
2103,3584,42,1256,3.34
2104,6151,63,1888,3.34
2105,4186,87,2608,3.34
2106,7809,16,479,3.34
2107,2111,231,6918,3.34
2108,4945,32,958,3.34
2109,3612,85,2551,3.33
2110,4813,49,1473,3.33
2111,4864,65,1954,3.33
2112,3237,55,1650,3.33
2113,5664,22,660,3.33
2114,7010,1,30,3.33
2115,7161,3,90,3.33
2116,4433,74,2219,3.33
2117,5304,35,1051,3.33
2118,1376,78,2344,3.33
2119,2029,331,9945,3.33
2120,4233,90,2705,3.33
2121,7994,11,331,3.32
2122,4921,14,422,3.32
2123,4871,61,1838,3.32
2124,7771,12,361,3.32
2125,3551,55,1657,3.32
2126,7630,17,512,3.32
2127,7320,14,422,3.32
2128,963,291,8777,3.32
2129,5118,24,723,3.32
2130,3713,88,2654,3.32
2131,7976,12,361,3.32
2132,7325,14,422,3.32
2133,7258,11,331,3.32
2134,5079,33,993,3.32
2135,6416,61,1839,3.32
2136,5712,48,1445,3.32
2137,7360,19,573,3.32
2138,4017,86,2589,3.32
2139,7512,13,392,3.32
2140,2126,240,7229,3.32
2141,6459,29,877,3.31
2142,5933,4,121,3.31
2143,5937,4,121,3.31
2144,5281,25,756,3.31
2145,2361,122,3682,3.31
2146,6368,4,121,3.31
2147,2037,323,9752,3.31
2148,5852,40,1209,3.31
2149,5049,38,1149,3.31
2150,6435,24,726,3.31
2151,7288,11,332,3.31
2152,5467,18,543,3.31
2153,4715,45,1360,3.31
2154,5736,28,845,3.31
2155,6012,20,605,3.31
2156,5917,8,242,3.31
2157,9522,18,543,3.31
2158,4027,67,2030,3.3
2159,3526,53,1604,3.3
2160,2668,96,2910,3.3
2161,2062,215,6525,3.3
2162,2472,170,5144,3.3
2163,5375,16,485,3.3
2164,7538,18,546,3.3
2165,6618,23,698,3.3
2166,6190,64,1940,3.3
2167,7830,16,485,3.3
2168,7323,14,424,3.3
2169,4177,96,2913,3.3
2170,5590,19,575,3.3
2171,3658,61,1846,3.3
2172,7304,14,424,3.3
2173,3139,47,1426,3.3
2174,7819,14,424,3.3
2175,7347,19,575,3.3
2176,4716,60,1824,3.29
2177,4732,54,1640,3.29
2178,5338,22,669,3.29
2179,6619,44,1339,3.29
2180,4353,95,2886,3.29
2181,5145,22,668,3.29
2182,7359,15,456,3.29
2183,6391,11,334,3.29
2184,6280,28,852,3.29
2185,5639,22,668,3.29
2186,5566,24,730,3.29
2187,3528,34,1034,3.29
2188,7799,14,425,3.29
2189,5778,17,516,3.29
2190,4708,58,1765,3.29
2191,3456,49,1491,3.29
2192,1797,287,8730,3.29
2193,6255,54,1647,3.28
2194,5695,17,518,3.28
2195,5669,21,640,3.28
2196,2672,81,2469,3.28
2197,5132,32,977,3.28
2198,3357,66,2012,3.28
2199,5620,6,183,3.28
2200,5425,24,731,3.28
2201,2874,97,2958,3.28
2202,6989,20,609,3.28
2203,3578,48,1465,3.28
2204,2477,159,4844,3.28
2205,5448,28,853,3.28
2206,5462,17,518,3.28
2207,7534,13,396,3.28
2208,5561,24,731,3.28
2209,5430,24,731,3.28
2210,7969,10,306,3.27
2211,5744,17,520,3.27
2212,5618,12,367,3.27
2213,4127,108,3302,3.27
2214,3691,78,2387,3.27
2215,5600,20,611,3.27
2216,2685,64,1960,3.27
2217,1963,271,8289,3.27
2218,3302,32,980,3.27
2219,3119,45,1375,3.27
2220,4273,90,2756,3.27
2221,5074,55,1683,3.27
2222,7867,16,489,3.27
2223,2514,109,3332,3.27
2224,3837,89,2720,3.27
2225,4412,70,2141,3.27
2226,3276,49,1498,3.27
2227,9560,13,397,3.27
2228,3134,42,1286,3.27
2229,3792,83,2541,3.27
2230,4170,68,2088,3.26
2231,9526,20,614,3.26
2232,6245,44,1351,3.26
2233,2045,205,6279,3.26
2234,7255,13,399,3.26
2235,3650,60,1838,3.26
2236,7510,14,429,3.26
2237,2598,109,3340,3.26
2238,2724,77,2364,3.26
2239,4183,87,2668,3.26
2240,7473,18,552,3.26
2241,9546,21,644,3.26
2242,2043,233,7141,3.26
2243,1320,127,3896,3.26
2244,4382,89,2727,3.26
2245,2024,269,8286,3.25
2246,2338,104,3197,3.25
2247,7194,8,246,3.25
2248,3869,83,2555,3.25
2249,2726,80,2465,3.25
2250,5227,24,739,3.25
2251,7439,13,400,3.25
2252,5794,18,554,3.25
2253,3611,86,2647,3.25
2254,3906,86,2643,3.25
2255,2067,203,6252,3.25
2256,6193,71,2182,3.25
2257,4908,43,1324,3.25
2258,2449,76,2338,3.25
2259,4276,120,3697,3.25
2260,7789,5,154,3.25
2261,5414,44,1359,3.24
2262,5811,25,772,3.24
2263,7294,9,278,3.24
2264,6912,23,710,3.24
2265,4441,94,2905,3.24
2266,7583,7,216,3.24
2267,2213,142,4388,3.24
2268,4576,100,3091,3.24
2269,6153,83,2565,3.24
2270,996,320,9868,3.24
2271,4709,70,2160,3.24
2272,2357,106,3276,3.24
2273,4427,87,2688,3.24
2274,7912,11,341,3.23
2275,7566,3,93,3.23
2276,9565,16,495,3.23
2277,5975,2,62,3.23
2278,2690,62,1918,3.23
2279,6878,49,1515,3.23
2280,7553,7,217,3.23
2281,3568,48,1485,3.23
2282,1933,260,8047,3.23
2283,4635,88,2725,3.23
2284,9542,13,402,3.23
2285,4064,62,1920,3.23
2286,4540,77,2386,3.23
2287,127,473,14657,3.23
2288,4156,107,3322,3.22
2289,2221,242,7522,3.22
2290,9583,13,404,3.22
2291,5221,21,653,3.22
2292,4058,65,2021,3.22
2293,4767,69,2143,3.22
2294,6408,60,1861,3.22
2295,6997,11,342,3.22
2296,2459,181,5613,3.22
2297,2779,105,3265,3.22
2298,4208,124,3853,3.22
2299,7084,5,156,3.21
2300,1285,532,16569,3.21
2301,7111,5,156,3.21
2302,4755,69,2151,3.21
2303,52,538,16772,3.21
2304,3600,85,2651,3.21
2305,7724,15,467,3.21
2306,7069,5,156,3.21
2307,1767,248,7724,3.21
2308,3314,44,1371,3.21
2309,7073,5,156,3.21
2310,7081,5,156,3.21
2311,7078,5,156,3.21
2312,4742,24,748,3.21
2313,7090,5,156,3.21
2314,7082,5,156,3.21
2315,7091,5,156,3.21
2316,2033,340,10602,3.21
2317,7095,5,156,3.21
2318,2188,127,3951,3.21
2319,4235,72,2246,3.21
2320,7080,5,156,3.21
2321,2220,175,5448,3.21
2322,7087,5,156,3.21
2323,5732,25,778,3.21
2324,1846,254,7905,3.21
2325,7093,5,156,3.21
2326,7459,18,561,3.21
2327,2359,111,3457,3.21
2328,7108,5,156,3.21
2329,1927,210,6557,3.2
2330,3862,42,1312,3.2
2331,4661,66,2065,3.2
2332,5538,22,688,3.2
2333,4140,111,3470,3.2
2334,3680,80,2497,3.2
2335,9538,24,749,3.2
2336,3534,51,1593,3.2
2337,5063,38,1188,3.2
2338,6244,48,1498,3.2
2339,4602,60,1882,3.19
2340,5384,31,972,3.19
2341,6423,16,502,3.19
2342,4116,64,2004,3.19
2343,5734,29,910,3.19
2344,7847,8,251,3.19
2345,6250,46,1444,3.19
2346,3421,41,1287,3.19
2347,7943,10,313,3.19
2348,5337,16,502,3.19
2349,7504,10,313,3.19
2350,9544,19,596,3.19
2351,61,705,22125,3.19
2352,4439,44,1379,3.19
2353,2990,43,1354,3.18
2354,5325,37,1163,3.18
2355,6312,42,1321,3.18
2356,6321,24,754,3.18
2357,4322,67,2110,3.18
2358,5211,27,848,3.18
2359,7183,5,157,3.18
2360,6832,48,1508,3.18
2361,2682,78,2454,3.18
2362,3486,49,1541,3.18
2363,7682,9,283,3.18
2364,4252,89,2795,3.18
2365,5487,25,787,3.18
2366,4591,70,2198,3.18
2367,2164,82,2575,3.18
2368,1891,415,13058,3.18
2369,2310,199,6266,3.18
2370,4031,56,1763,3.18
2371,2173,226,7135,3.17
2372,5768,28,884,3.17
2373,2471,154,4860,3.17
2374,5241,26,820,3.17
2375,6466,37,1168,3.17
2376,3352,61,1922,3.17
2377,4637,78,2461,3.17
2378,4565,74,2338,3.17
2379,6939,18,567,3.17
2380,760,386,12163,3.17
2381,2633,119,3756,3.17
2382,3778,70,2207,3.17
2383,3977,29,915,3.17
2384,5739,21,663,3.17
2385,1971,122,3845,3.17
2386,3716,117,3699,3.16
2387,358,489,15452,3.16
2388,2756,73,2311,3.16
2389,6468,34,1077,3.16
2390,5709,24,760,3.16
2391,2328,113,3576,3.16
2392,3239,42,1330,3.16
2393,3106,25,791,3.16
2394,5240,42,1329,3.16
2395,4665,72,2275,3.16
2396,4703,39,1235,3.16
2397,5503,23,729,3.16
2398,5164,27,854,3.16
2399,5756,46,1458,3.16
2400,2021,265,8414,3.15
2401,5218,28,890,3.15
2402,3695,76,2415,3.15
2403,5806,23,730,3.15
2404,5350,22,699,3.15
2405,6150,86,2733,3.15
2406,4867,63,2002,3.15
2407,3507,49,1554,3.15
2408,4795,63,1999,3.15
2409,4363,113,3589,3.15
2410,6890,23,730,3.15
2411,4283,101,3203,3.15
2412,3266,68,2158,3.15
2413,5320,27,856,3.15
2414,3982,62,1967,3.15
2415,2470,220,6988,3.15
2416,657,406,12880,3.15
2417,5680,23,731,3.15
2418,7477,17,539,3.15
2419,1430,424,13455,3.15
2420,859,396,12558,3.15
2421,9561,19,603,3.15
2422,7593,8,254,3.15
2423,4905,11,349,3.15
2424,4498,64,2029,3.15
2425,1315,96,3061,3.14
2426,5329,23,732,3.14
2427,6923,26,827,3.14
2428,3668,92,2926,3.14
2429,5614,6,191,3.14
2430,1637,300,9540,3.14
2431,6987,13,414,3.14
2432,6259,35,1114,3.14
2433,4771,13,414,3.14
2434,4299,89,2830,3.14
2435,3280,71,2272,3.13
2436,7256,13,416,3.13
2437,5724,7,224,3.13
2438,4123,77,2464,3.13
2439,2026,255,8136,3.13
2440,7415,16,511,3.13
2441,5166,34,1086,3.13
2442,3642,78,2489,3.13
2443,1552,209,6678,3.13
2444,6262,55,1760,3.13
2445,4010,67,2138,3.13
2446,5688,27,863,3.13
2447,3211,54,1725,3.13
2448,5120,24,766,3.13
2449,6158,60,1915,3.13
2450,7532,12,383,3.13
2451,4615,36,1151,3.13
2452,3282,54,1723,3.13
2453,4525,64,2045,3.13
2454,7666,1,32,3.13
2455,7175,4,128,3.13
2456,3971,11,352,3.13
2457,5051,37,1186,3.12
2458,4024,73,2338,3.12
2459,4782,58,1861,3.12
2460,7530,13,417,3.12
2461,5692,21,674,3.12
2462,7400,14,449,3.12
2463,1862,302,9686,3.12
2464,3525,52,1672,3.11
2465,2264,98,3151,3.11
2466,2458,164,5276,3.11
2467,4163,97,3119,3.11
2468,5868,19,611,3.11
2469,7598,11,354,3.11
2470,4059,71,2285,3.11
2471,6293,33,1061,3.11
2472,4752,56,1798,3.11
2473,4169,88,2827,3.11
2474,7276,15,482,3.11
2475,4034,59,1898,3.11
2476,6988,9,289,3.11
2477,3692,83,2667,3.11
2478,9559,13,418,3.11
2479,3214,65,2098,3.1
2480,4762,73,2352,3.1
2481,6483,17,548,3.1
2482,6480,32,1031,3.1
2483,7987,4,129,3.1
2484,6804,50,1614,3.1
2485,3159,34,1097,3.1
2486,2735,93,2996,3.1
2487,6450,27,871,3.1
2488,1876,327,10535,3.1
2489,5346,34,1098,3.1
2490,155,483,15584,3.1
2491,2892,56,1809,3.1
2492,979,321,10352,3.1
2493,7718,13,420,3.1
2494,7490,18,580,3.1
2495,5333,35,1131,3.09
2496,2039,271,8779,3.09
2497,5415,32,1034,3.09
2498,5841,23,745,3.09
2499,9558,13,421,3.09
2500,3238,56,1815,3.09
2501,5160,31,1003,3.09
2502,690,508,16452,3.09
2503,6431,19,614,3.09
2504,5656,21,680,3.09
2505,3366,59,1907,3.09
2506,5757,33,1068,3.09
2507,3138,43,1390,3.09
2508,2871,66,2146,3.08
2509,514,499,16203,3.08
2510,7710,16,519,3.08
2511,2364,125,4057,3.08
2512,3514,25,811,3.08
2513,3951,82,2665,3.08
2514,3928,85,2762,3.08
2515,5163,43,1398,3.08
2516,7426,17,552,3.08
2517,7480,12,390,3.08
2518,466,466,15147,3.08
2519,4529,86,2795,3.08
2520,7472,17,552,3.08
2521,5125,33,1071,3.08
2522,7845,15,488,3.07
2523,2694,60,1955,3.07
2524,7877,15,489,3.07
2525,5410,48,1562,3.07
2526,3173,54,1760,3.07
2527,2348,145,4726,3.07
2528,4046,50,1631,3.07
2529,7856,13,424,3.07
2530,7352,17,554,3.07
2531,6414,40,1305,3.07
2532,4263,87,2833,3.07
2533,3636,65,2115,3.07
2534,7814,15,489,3.07
2535,1844,286,9301,3.07
2536,3490,56,1825,3.07
2537,350,575,18720,3.07
2538,3656,29,944,3.07
2539,1366,75,2440,3.07
2540,2072,214,6972,3.07
2541,2452,145,4746,3.06
2542,352,546,17863,3.06
2543,5740,25,817,3.06
2544,73,677,22158,3.06
2545,7901,10,327,3.06
2546,7645,3,98,3.06
2547,5453,14,457,3.06
2548,3141,57,1861,3.06
2549,1742,304,9920,3.06
2550,5659,25,816,3.06
2551,1851,246,8033,3.06
2552,7330,16,524,3.05
2553,7719,12,394,3.05
2554,4301,70,2294,3.05
2555,4738,52,1703,3.05
2556,7505,14,459,3.05
2557,4644,106,3471,3.05
2558,7458,17,558,3.05
2559,6963,10,328,3.05
2560,7241,11,361,3.05
2561,6443,12,393,3.05
2562,3506,53,1735,3.05
2563,4796,34,1115,3.05
2564,6297,20,656,3.05
2565,7775,12,393,3.05
2566,3791,91,2988,3.05
2567,1899,217,7115,3.05
2568,2158,129,4245,3.04
2569,4021,59,1939,3.04
2570,2114,196,6443,3.04
2571,4613,86,2833,3.04
2572,4307,109,3585,3.04
2573,2378,108,3550,3.04
2574,1671,220,7248,3.04
2575,6476,27,887,3.04
2576,1769,342,11236,3.04
2577,5772,10,329,3.04
2578,1762,317,10429,3.04
2579,7651,10,329,3.04
2580,4193,113,3719,3.04
2581,3675,74,2438,3.04
2582,27,485,16025,3.03
2583,3882,65,2145,3.03
2584,6030,28,925,3.03
2585,3852,73,2413,3.03
2586,6663,38,1254,3.03
2587,7646,2,66,3.03
2588,4832,45,1487,3.03
2589,4772,67,2213,3.03
2590,5760,22,726,3.03
2591,2622,158,5218,3.03
2592,5504,24,791,3.03
2593,4223,91,3004,3.03
2594,7642,3,99,3.03
2595,3623,63,2079,3.03
2596,6782,6,198,3.03
2597,3900,70,2310,3.03
2598,7272,11,363,3.03
2599,3976,25,825,3.03
2600,3207,52,1718,3.03
2601,7249,11,364,3.02
2602,2205,254,8412,3.02
2603,1955,223,7395,3.02
2604,9550,16,530,3.02
2605,6206,67,2220,3.02
2606,6402,54,1787,3.02
2607,3162,43,1424,3.02
2608,2995,54,1790,3.02
2609,6185,91,3018,3.02
2610,5586,24,795,3.02
2611,2782,49,1625,3.02
2612,1756,300,9935,3.02
2613,2100,153,5061,3.02
2614,3503,45,1490,3.02
2615,1077,323,10705,3.02
2616,5657,22,729,3.02
2617,7934,11,364,3.02
2618,3260,69,2282,3.02
2619,3132,15,496,3.02
2620,3529,31,1031,3.01
2621,578,524,17415,3.01
2622,2773,148,4925,3.01
2623,3583,40,1328,3.01
2624,5142,48,1597,3.01
2625,2730,113,3749,3.01
2626,4686,35,1162,3.01
2627,2809,108,3587,3.01
2628,4865,42,1395,3.01
2629,1863,229,7612,3.01
2630,7653,13,432,3.01
2631,5482,22,730,3.01
2632,4201,75,2493,3.01
2633,7980,11,365,3.01
2634,4295,90,2988,3.01
2635,373,483,16066,3.01
2636,4371,101,3350,3.01
2637,1764,252,8365,3.01
2638,2674,104,3453,3.01
2639,2481,96,3191,3.01
2640,7652,13,432,3.01
2641,3541,51,1702,3.0
2642,6176,60,1998,3.0
2643,6273,45,1498,3.0
2644,3326,29,968,3.0
2645,4636,42,1401,3.0
2646,2727,83,2770,3.0
2647,4824,30,1000,3.0
2648,5665,21,700,3.0
2649,693,420,13996,3.0
2650,2051,155,5165,3.0
2651,6439,18,603,2.99
2652,3333,44,1471,2.99
2653,4497,48,1604,2.99
2654,5153,21,703,2.99
2655,1956,179,5986,2.99
2656,2762,67,2240,2.99
2657,4285,84,2806,2.99
2658,1624,265,8860,2.99
2659,619,364,12189,2.99
2660,3215,57,1907,2.99
2661,1911,250,8351,2.99
2662,2897,73,2444,2.99
2663,5854,43,1441,2.98
2664,386,502,16845,2.98
2665,5095,43,1445,2.98
2666,7432,17,571,2.98
2667,5176,27,907,2.98
2668,34,422,14159,2.98
2669,6189,66,2217,2.98
2670,5379,29,972,2.98
2671,1623,231,7762,2.98
2672,2837,83,2785,2.98
2673,3176,35,1176,2.98
2674,7684,7,235,2.98
2675,7424,17,571,2.98
2676,6243,40,1344,2.98
2677,2425,116,3912,2.97
2678,3874,51,1717,2.97
2679,6846,24,808,2.97
2680,2118,159,5361,2.97
2681,2269,96,3230,2.97
2682,5541,25,841,2.97
2683,5190,24,808,2.97
2684,6159,68,2288,2.97
2685,6861,48,1617,2.97
2686,2326,113,3809,2.97
2687,1875,256,8619,2.97
2688,5655,21,707,2.97
2689,5576,19,639,2.97
2690,5745,43,1449,2.97
2691,1788,299,10058,2.97
2692,141,393,13215,2.97
2693,5523,38,1278,2.97
2694,2993,45,1517,2.97
2695,5413,27,913,2.96
2696,4125,95,3209,2.96
2697,2402,127,4290,2.96
2698,4779,53,1792,2.96
2699,7441,17,575,2.96
2700,5421,28,947,2.96
2701,7470,17,574,2.96
2702,2012,295,9957,2.96
2703,7344,17,575,2.96
2704,329,509,17192,2.96
2705,5728,43,1452,2.96
2706,5172,27,913,2.96
2707,5823,41,1387,2.96
2708,7763,9,304,2.96
2709,3780,104,3518,2.96
2710,1546,404,13641,2.96
2711,6335,28,949,2.95
2712,6629,29,983,2.95
2713,2059,296,10026,2.95
2714,9580,10,339,2.95
2715,4693,52,1760,2.95
2716,3362,49,1661,2.95
2717,6477,34,1153,2.95
2718,3615,56,1900,2.95
2719,3190,10,339,2.95
2720,5690,32,1084,2.95
2721,7479,16,543,2.95
2722,6850,40,1354,2.95
2723,643,366,12404,2.95
2724,4666,35,1187,2.95
2725,3582,53,1801,2.94
2726,2725,98,3328,2.94
2727,3213,49,1667,2.94
2728,2308,91,3092,2.94
2729,2833,112,3812,2.94
2730,3189,30,1020,2.94
2731,3718,76,2586,2.94
2732,2759,103,3507,2.94
2733,3721,79,2687,2.94
2734,2003,275,9363,2.94
2735,4377,101,3434,2.94
2736,2803,126,4294,2.93
2737,9555,12,409,2.93
2738,2798,55,1879,2.93
2739,7548,17,581,2.93
2740,6274,39,1330,2.93
2741,3640,86,2939,2.93
2742,6309,45,1534,2.93
2743,7411,16,546,2.93
2744,5582,23,784,2.93
2745,7671,7,239,2.93
2746,4300,35,1194,2.93
2747,4360,71,2424,2.93
2748,7438,10,341,2.93
2749,2439,147,5018,2.93
2750,6800,37,1267,2.92
2751,2696,46,1576,2.92
2752,3229,37,1269,2.92
2753,1686,284,9731,2.92
2754,3262,66,2258,2.92
2755,3944,48,1643,2.92
2756,1646,325,11122,2.92
2757,5702,34,1164,2.92
2758,6375,13,447,2.91
2759,2210,177,6084,2.91
2760,4213,57,1959,2.91
2761,5831,24,824,2.91
2762,4998,20,687,2.91
2763,3776,56,1925,2.91
2764,7702,11,378,2.91
2765,3616,53,1824,2.91
2766,3580,39,1341,2.91
2767,3588,52,1786,2.91
2768,7450,16,549,2.91
2769,3817,57,1958,2.91
2770,3548,45,1548,2.91
2771,1260,408,14049,2.9
2772,1394,67,2311,2.9
2773,2215,205,7079,2.9
2774,2443,201,6939,2.9
2775,1189,416,14328,2.9
2776,1921,264,9116,2.9
2777,5524,40,1379,2.9
2778,1959,212,7303,2.9
2779,4458,81,2795,2.9
2780,4409,107,3695,2.9
2781,2355,164,5659,2.9
2782,6182,78,2689,2.9
2783,716,414,14255,2.9
2784,7798,6,207,2.9
2785,3518,47,1618,2.9
2786,3554,45,1559,2.89
2787,6432,16,553,2.89
2788,4746,20,693,2.89
2789,2280,145,5022,2.89
2790,4388,71,2453,2.89
2791,1139,359,12420,2.89
2792,6853,47,1626,2.89
2793,5786,42,1452,2.89
2794,5388,15,519,2.89
2795,2478,120,4157,2.89
2796,7712,15,519,2.89
2797,2266,114,3942,2.89
2798,5775,34,1178,2.89
2799,4290,94,3253,2.89
2800,4370,71,2456,2.89
2801,5439,22,762,2.89
2802,4041,50,1731,2.89
2803,7549,7,242,2.89
2804,4168,71,2454,2.89
2805,5603,21,729,2.88
2806,3392,25,868,2.88
2807,6465,34,1179,2.88
2808,3810,82,2847,2.88
2809,3338,48,1664,2.88
2810,1188,366,12695,2.88
2811,6911,30,1040,2.88
2812,6896,17,591,2.88
2813,6134,60,2080,2.88
2814,5807,23,800,2.88
2815,6470,25,868,2.88
2816,5199,37,1286,2.88
2817,2263,80,2774,2.88
2818,2597,52,1804,2.88
2819,658,465,16169,2.88
2820,2851,73,2533,2.88
2821,6226,51,1773,2.88
2822,2116,183,6357,2.88
2823,2058,219,7594,2.88
2824,29,543,18852,2.88
2825,4483,44,1534,2.87
2826,3966,77,2682,2.87
2827,7829,14,488,2.87
2828,2275,130,4525,2.87
2829,6126,61,2126,2.87
2830,2063,209,7294,2.87
2831,5424,21,731,2.87
2832,3880,65,2261,2.87
2833,2208,160,5574,2.87
2834,4254,69,2408,2.87
2835,4399,64,2227,2.87
2836,5770,25,870,2.87
2837,3592,51,1774,2.87
2838,5431,21,731,2.87
2839,3955,63,2198,2.87
2840,3089,45,1570,2.87
2841,650,386,13462,2.87
2842,390,470,16390,2.87
2843,773,495,17277,2.87
2844,3981,46,1602,2.87
2845,4310,87,3028,2.87
2846,2705,119,4151,2.87
2847,5454,39,1361,2.87
2848,3850,75,2620,2.86
2849,7425,12,420,2.86
2850,3748,33,1153,2.86
2851,6968,18,629,2.86
2852,7322,12,419,2.86
2853,367,510,17835,2.86
2854,3635,62,2165,2.86
2855,2163,160,5603,2.86
2856,5554,20,700,2.86
2857,6212,42,1468,2.86
2858,4818,27,946,2.85
2859,7495,13,456,2.85
2860,6251,40,1402,2.85
2861,1175,464,16273,2.85
2862,4182,105,3686,2.85
2863,6940,17,597,2.85
2864,6221,41,1440,2.85
2865,1872,314,11005,2.85
2866,5666,35,1229,2.85
2867,2783,54,1892,2.85
2868,5417,22,773,2.85
2869,6572,9,316,2.85
2870,5535,20,702,2.85
2871,7984,8,281,2.85
2872,2639,79,2776,2.85
2873,6962,17,597,2.85
2874,5300,19,667,2.85
2875,2377,117,4099,2.85
2876,4151,92,3223,2.85
2877,4614,56,1962,2.85
2878,4181,109,3818,2.85
2879,540,605,21234,2.85
2880,895,341,12025,2.84
2881,5731,19,668,2.84
2882,4220,84,2958,2.84
2883,512,459,16164,2.84
2884,5082,47,1655,2.84
2885,471,434,15287,2.84
2886,2707,74,2607,2.84
2887,1967,144,5078,2.84
2888,7533,11,387,2.84
2889,6427,11,387,2.84
2890,1834,357,12561,2.84
2891,1915,305,10741,2.84
2892,2579,58,2041,2.84
2893,2027,253,8920,2.84
2894,4723,52,1834,2.84
2895,2972,59,2076,2.84
2896,3863,49,1724,2.84
2897,6837,26,915,2.84
2898,7876,13,459,2.83
2899,7456,16,565,2.83
2900,1389,86,3041,2.83
2901,6527,50,1769,2.83
2902,2814,87,3075,2.83
2903,1906,233,8239,2.83
2904,1288,353,12456,2.83
2905,2643,62,2188,2.83
2906,3142,56,1980,2.83
2907,4662,59,2083,2.83
2908,3736,84,2963,2.83
2909,4681,69,2437,2.83
2910,2490,106,3750,2.83
2911,2847,133,4692,2.83
2912,4807,51,1802,2.83
2913,9579,16,566,2.83
2914,3394,35,1238,2.83
2915,7992,9,319,2.82
2916,1664,278,9874,2.82
2917,6314,22,779,2.82
2918,7409,14,497,2.82
2919,3020,54,1917,2.82
2920,4019,54,1912,2.82
2921,6359,6,213,2.82
2922,6793,17,603,2.82
2923,7993,9,319,2.82
2924,9553,15,532,2.82
2925,6773,11,390,2.82
2926,3312,50,1778,2.81
2927,2297,100,3565,2.81
2928,7520,8,285,2.81
2929,7572,10,356,2.81
2930,7556,14,499,2.81
2931,6776,17,606,2.81
