,FlightNum,Qty_Cancelled,Qty,CancelledRatio
1023,5206,59,1321,4.47
1024,6822,77,1722,4.47
1025,5028,92,2061,4.46
1026,5224,46,1032,4.46
1027,5098,49,1099,4.46
1028,4349,115,2579,4.46
1029,4012,72,1613,4.46
1030,5846,68,1523,4.46
1031,4573,113,2541,4.45
1032,4543,85,1909,4.45
1033,7772,15,337,4.45
1034,4119,92,2066,4.45
1035,2468,219,4918,4.45
1036,7393,11,247,4.45
1037,6160,104,2342,4.44
1038,6019,69,1554,4.44
1039,4873,79,1780,4.44
1040,4184,43,969,4.44
1041,3377,73,1643,4.44
1042,6867,59,1329,4.44
1043,7711,23,519,4.43
1044,4892,36,812,4.43
1045,6953,26,587,4.43
1046,4172,152,3435,4.43
1047,5451,31,700,4.43
1048,5579,35,790,4.43
1049,4503,135,3057,4.42
1050,5513,44,996,4.42
1051,4212,162,3662,4.42
1052,4520,115,2603,4.42
1053,5886,17,385,4.42
1054,6358,8,181,4.42
1055,5219,56,1266,4.42
1056,5009,55,1244,4.42
1057,4316,87,1971,4.41
1058,3376,66,1498,4.41
1059,5672,28,635,4.41
1060,7519,12,272,4.41
1061,4234,123,2789,4.41
1062,2852,128,2900,4.41
1063,5596,48,1091,4.4
1064,4136,148,3362,4.4
1065,2997,55,1251,4.4
1066,2480,151,3433,4.4
1067,23,635,14429,4.4
1068,4838,54,1227,4.4
1069,3672,110,2500,4.4
1070,4604,104,2363,4.4
1071,5819,23,523,4.4
1072,7855,9,205,4.39
1073,4262,109,2485,4.39
1074,5507,41,935,4.39
1075,4396,106,2412,4.39
1076,7386,13,296,4.39
1077,4384,152,3462,4.39
1078,7462,18,410,4.39
1079,5381,44,1002,4.39
1080,6888,32,729,4.39
1081,5437,24,547,4.39
1082,7973,16,365,4.38
1083,7796,14,320,4.38
1084,4590,126,2874,4.38
1085,5820,67,1529,4.38
1086,5255,49,1119,4.38
1087,5184,53,1212,4.37
1088,4763,71,1623,4.37
1089,5178,33,756,4.37
1090,7681,22,504,4.37
1091,5065,58,1326,4.37
1092,6951,25,574,4.36
1093,4196,131,3004,4.36
1094,5157,74,1697,4.36
1095,7605,21,482,4.36
1096,5108,51,1171,4.36
1097,5677,23,528,4.36
1098,5395,37,851,4.35
1099,5031,58,1332,4.35
1100,5348,46,1058,4.35
1101,4298,86,1982,4.34
1102,4357,128,2947,4.34
1103,5713,30,691,4.34
1104,2350,216,4989,4.33
1105,4386,102,2355,4.33
1106,7698,13,300,4.33
1107,6825,70,1618,4.33
1108,2256,176,4060,4.33
1109,4236,131,3022,4.33
1110,5182,42,969,4.33
1111,6142,125,2892,4.32
1112,3684,79,1827,4.32
1113,3359,57,1320,4.32
1114,5064,55,1274,4.32
1115,5124,42,973,4.32
1116,7062,7,162,4.32
1117,4443,84,1943,4.32
1118,5546,46,1066,4.32
1119,7061,7,162,4.32
1120,6183,127,2949,4.31
1121,5002,64,1485,4.31
1122,6424,69,1600,4.31
1123,5053,37,858,4.31
1124,5817,36,835,4.31
1125,6829,63,1461,4.31
1126,4992,38,882,4.31
1127,6840,33,766,4.31
1128,4455,88,2041,4.31
1129,2254,160,3713,4.31
1130,7253,18,418,4.31
1131,6871,62,1443,4.3
1132,7324,18,419,4.3
1133,4268,116,2699,4.3
1134,5014,34,790,4.3
1135,4572,112,2606,4.3
1136,2252,185,4312,4.29
1137,5957,3,70,4.29
1138,4281,98,2282,4.29
1139,4672,66,1537,4.29
1140,6862,58,1351,4.29
1141,7978,7,163,4.29
1142,7972,7,163,4.29
1143,3683,90,2102,4.28
1144,5306,30,701,4.28
1145,2078,259,6057,4.28
1146,4042,57,1332,4.28
1147,4063,75,1751,4.28
1148,7590,10,234,4.27
1149,6807,70,1640,4.27
1150,3643,110,2577,4.27
1151,4462,86,2014,4.27
1152,5070,33,772,4.27
1153,4232,118,2763,4.27
1154,4188,116,2724,4.26
1155,7514,18,423,4.26
1156,4287,132,3100,4.26
1157,5256,58,1360,4.26
1158,6986,18,423,4.26
1159,2065,272,6386,4.26
1160,4294,149,3496,4.26
1161,5068,54,1269,4.26
1162,5815,57,1338,4.26
1163,4759,50,1175,4.26
1164,5202,60,1408,4.26
1165,7517,11,258,4.26
1166,5062,47,1104,4.26
1167,4463,119,2792,4.26
1168,7542,23,541,4.25
1169,4038,71,1670,4.25
1170,4331,192,4514,4.25
1171,4345,100,2353,4.25
1172,4410,74,1743,4.25
1173,5909,29,682,4.25
1174,6820,64,1505,4.25
1175,2479,165,3879,4.25
1176,7632,19,447,4.25
1177,4260,153,3602,4.25
1178,4110,97,2282,4.25
1179,5123,34,801,4.24
1180,6869,57,1345,4.24
1181,2986,53,1249,4.24
1182,5179,34,801,4.24
1183,5573,45,1061,4.24
1184,4352,116,2735,4.24
1185,5945,5,118,4.24
1186,6129,96,2269,4.23
1187,5140,46,1088,4.23
1188,5606,53,1252,4.23
1189,6396,41,970,4.23
1190,4230,124,2932,4.23
1191,7925,6,142,4.23
1192,4247,111,2622,4.23
1193,4631,115,2726,4.22
1194,5651,45,1067,4.22
1195,4114,131,3105,4.22
1196,4632,112,2651,4.22
1197,5311,32,758,4.22
1198,1383,231,5476,4.22
1199,5464,49,1161,4.22
1200,4829,72,1710,4.21
1201,5100,52,1235,4.21
1202,5020,63,1497,4.21
1203,7597,23,546,4.21
1204,4423,111,2636,4.21
1205,5764,60,1424,4.21
1206,7063,4,95,4.21
1207,4535,108,2563,4.21
1208,4620,114,2713,4.2
1209,7247,15,357,4.2
1210,4467,68,1620,4.2
1211,7914,5,119,4.2
1212,7143,5,119,4.2
1213,5947,10,238,4.2
1214,4051,38,905,4.2
1215,7471,23,547,4.2
1216,5581,30,715,4.2
1217,7500,17,405,4.2
1218,4239,135,3217,4.2
1219,4707,40,954,4.19
1220,7239,16,382,4.19
1221,2987,57,1360,4.19
1222,3660,53,1265,4.19
1223,7752,20,477,4.19
1224,5131,35,836,4.19
1225,4348,92,2194,4.19
1226,5626,44,1052,4.18
1227,3542,66,1580,4.18
1228,6848,53,1267,4.18
1229,4869,63,1506,4.18
1230,6218,99,2371,4.18
1231,5380,47,1124,4.18
1232,3000,18,431,4.18
1233,5544,29,694,4.18
1234,4753,46,1101,4.18
1235,6808,59,1411,4.18
1236,5843,38,909,4.18
1237,6865,68,1625,4.18
1238,2864,115,2756,4.17
1239,5111,68,1629,4.17
1240,4124,156,3738,4.17
1241,5183,37,887,4.17
1242,5293,56,1342,4.17
1243,6835,55,1322,4.16
1244,4404,113,2715,4.16
1245,2016,318,7644,4.16
1246,4946,56,1345,4.16
1247,5248,41,985,4.16
1248,4501,116,2788,4.16
1249,4671,46,1107,4.16
1250,2047,334,8026,4.16
1251,5216,38,914,4.16
1252,6889,20,481,4.16
1253,2753,176,4245,4.15
1254,4346,104,2507,4.15
1255,4638,73,1765,4.14
1256,3688,69,1665,4.14
1257,7833,19,459,4.14
1258,5511,38,918,4.14
1259,3664,142,3428,4.14
1260,5556,31,748,4.14
1261,5619,14,339,4.13
1262,4226,126,3050,4.13
1263,7633,20,484,4.13
1264,2370,226,5475,4.13
1265,7284,15,363,4.13
1266,5927,10,242,4.13
1267,5837,39,944,4.13
1268,6868,65,1579,4.12
1269,3488,60,1456,4.12
1270,7927,15,364,4.12
1271,4108,111,2691,4.12
1272,4676,58,1407,4.12
1273,2438,110,2675,4.11
1274,6924,20,487,4.11
1275,4886,58,1412,4.11
1276,5628,15,365,4.11
1277,7931,15,365,4.11
1278,4084,89,2164,4.11
1279,1336,119,2902,4.1
1280,4479,63,1536,4.1
1281,6247,62,1514,4.1
1282,6192,98,2389,4.1
1283,4899,37,902,4.1
1284,6171,114,2778,4.1
1285,4447,82,2000,4.1
1286,2799,68,1658,4.1
1287,4359,110,2680,4.1
1288,7918,11,269,4.09
1289,5540,19,464,4.09
1290,5089,47,1148,4.09
1291,15,546,13344,4.09
1292,6305,36,881,4.09
1293,5066,32,783,4.09
1294,3335,34,833,4.08
1295,7577,18,441,4.08
1296,4429,137,3354,4.08
1297,2022,273,6684,4.08
1298,3540,66,1617,4.08
1299,5168,46,1128,4.08
1300,7499,17,417,4.08
1301,4005,103,2523,4.08
1302,4025,79,1937,4.08
1303,7907,6,147,4.08
1304,4757,82,2009,4.08
1305,4007,108,2651,4.07
1306,6333,28,688,4.07
1307,4296,137,3362,4.07
1308,7615,20,491,4.07
1309,4548,126,3098,4.07
1310,5197,62,1522,4.07
1311,2260,221,5424,4.07
1312,4674,77,1898,4.06
1313,4641,96,2366,4.06
1314,4187,137,3375,4.06
1315,4126,147,3624,4.06
1316,2244,253,6224,4.06
1317,4153,132,3252,4.06
1318,4328,89,2191,4.06
1319,1966,250,6160,4.06
1320,4243,129,3178,4.06
1321,4129,135,3329,4.06
1322,5650,37,912,4.06
1323,3476,90,2218,4.06
1324,6372,8,197,4.06
1325,2048,395,9722,4.06
1326,4215,122,3010,4.05
1327,7508,21,519,4.05
1328,6196,73,1801,4.05
1329,5488,43,1062,4.05
1330,4523,94,2320,4.05
1331,4557,66,1628,4.05
1332,6970,30,740,4.05
1333,3681,92,2271,4.05
1334,4502,99,2447,4.05
1335,4199,116,2862,4.05
1336,3275,55,1358,4.05
1337,4656,60,1485,4.04
1338,6020,56,1385,4.04
1339,4689,52,1286,4.04
1340,9574,27,669,4.04
1341,5478,28,693,4.04
1342,2229,151,3750,4.03
1343,4585,134,3322,4.03
1344,5631,6,149,4.03
1345,4647,110,2729,4.03
1346,4150,140,3477,4.03
1347,4568,41,1017,4.03
1348,4584,92,2285,4.03
1349,3618,73,1810,4.03
1350,3620,88,2186,4.03
1351,5220,49,1220,4.02
1352,3521,59,1469,4.02
1353,5351,28,697,4.02
1354,4669,70,1741,4.02
1355,6879,54,1342,4.02
1356,7576,10,249,4.02
1357,6281,43,1070,4.02
1358,4158,155,3859,4.02
1359,5343,21,522,4.02
1360,7339,17,423,4.02
1361,4698,63,1569,4.02
1362,4578,85,2113,4.02
1363,2140,181,4497,4.02
1364,7475,21,523,4.02
1365,5244,39,970,4.02
1366,4872,80,1990,4.02
1367,5161,39,972,4.01
1368,7851,17,424,4.01
1369,4764,78,1947,4.01
1370,6812,61,1523,4.01
1371,2828,99,2469,4.01
1372,2774,127,3166,4.01
1373,6847,41,1024,4.0
1374,4785,104,2599,4.0
1375,5460,20,500,4.0
1376,6310,38,951,4.0
1377,4102,112,2801,4.0
1378,5426,28,700,4.0
1379,3595,37,924,4.0
1380,3116,35,874,4.0
1381,4496,75,1873,4.0
1382,3255,95,2381,3.99
1383,7251,17,426,3.99
1384,4057,90,2256,3.99
1385,4566,94,2358,3.99
1386,4044,65,1629,3.99
1387,2299,124,3106,3.99
1388,4677,81,2029,3.99
1389,7628,22,551,3.99
1390,6457,38,952,3.99
1391,2367,90,2258,3.99
1392,4416,60,1502,3.99
1393,4395,107,2685,3.99
1394,4323,139,3481,3.99
1395,9575,26,652,3.99
1396,7467,22,552,3.99
1397,6859,53,1328,3.99
1398,2619,101,2533,3.99
1399,2138,168,4220,3.98
1400,4165,110,2761,3.98
1401,4109,90,2261,3.98
1402,4372,107,2688,3.98
1403,5226,27,679,3.98
1404,4442,60,1506,3.98
1405,2455,131,3289,3.98
1406,2433,172,4317,3.98
1407,4154,148,3720,3.98
1408,4475,80,2009,3.98
1409,4079,71,1787,3.97
1410,5790,18,453,3.97
1411,5689,58,1462,3.97
1412,2994,50,1259,3.97
1413,2054,260,6542,3.97
1414,6836,42,1057,3.97
1415,7808,15,379,3.96
1416,7944,4,101,3.96
1417,4189,105,2653,3.96
1418,5143,55,1388,3.96
1419,6381,24,606,3.96
1420,3671,103,2603,3.96
1421,6418,73,1845,3.96
1422,7700,11,278,3.96
1423,5298,25,632,3.96
1424,7670,12,303,3.96
1425,4137,101,2554,3.95
1426,5675,52,1317,3.95
1427,7648,13,329,3.95
1428,3212,90,2277,3.95
1429,5225,56,1416,3.95
1430,4567,69,1747,3.95
1431,5261,61,1544,3.95
1432,5814,48,1216,3.95
1433,2957,62,1574,3.94
1434,4470,95,2414,3.94
1435,7580,17,431,3.94
1436,4267,106,2687,3.94
1437,5057,34,864,3.94
1438,952,440,11154,3.94
1439,4036,76,1928,3.94
1440,4596,53,1345,3.94
1441,6991,11,279,3.94
1442,7560,9,229,3.93
1443,5769,30,763,3.93
1444,9566,19,484,3.93
1445,3670,121,3075,3.93
1446,5107,52,1323,3.93
1447,2181,167,4245,3.93
1448,4982,51,1297,3.93
1449,5393,37,942,3.93
1450,4887,76,1933,3.93
1451,7800,18,459,3.92
1452,7803,18,459,3.92
1453,7275,14,357,3.92
1454,3180,38,970,3.92
1455,4726,67,1709,3.92
1456,4282,138,3516,3.92
1457,5094,43,1097,3.92
1458,4369,100,2548,3.92
1459,7871,18,459,3.92
1460,1968,294,7511,3.91
1461,3571,52,1330,3.91
1462,7986,5,128,3.91
1463,4551,79,2023,3.91
1464,5455,19,486,3.91
1465,7539,16,409,3.91
1466,4758,46,1176,3.91
1467,5458,7,179,3.91
1468,7173,5,128,3.91
1469,2785,74,1894,3.91
1470,3990,46,1181,3.9
1471,4978,27,692,3.9
1472,5362,29,743,3.9
1473,4373,124,3182,3.9
1474,3962,54,1384,3.9
1475,6806,63,1615,3.9
1476,5499,32,820,3.9
1477,656,491,12577,3.9
1478,20,815,20931,3.89
1479,2790,103,2649,3.89
1480,4505,90,2311,3.89
1481,4337,119,3059,3.89
1482,5369,39,1002,3.89
1483,6188,89,2285,3.89
1484,5525,25,642,3.89
1485,6339,38,978,3.89
1486,2030,332,8541,3.89
1487,7209,14,361,3.88
1488,4261,92,2374,3.88
1489,4245,115,2962,3.88
1490,6393,19,490,3.88
1491,3294,49,1262,3.88
1492,7244,13,335,3.88
1493,4354,94,2421,3.88
1494,4271,128,3299,3.88
1495,4033,80,2064,3.88
1496,4697,21,541,3.88
1497,5075,54,1392,3.88
1498,3508,53,1365,3.88
1499,2331,201,5194,3.87
1500,3515,58,1498,3.87
1501,6823,58,1500,3.87
1502,5373,26,671,3.87
1503,7398,11,284,3.87
1504,4456,79,2039,3.87
1505,7370,14,363,3.86
1506,4800,47,1219,3.86
1507,7982,14,363,3.86
1508,4546,133,3449,3.86
1509,3512,58,1501,3.86
1510,2207,138,3572,3.86
1511,4054,75,1944,3.86
1512,7079,6,156,3.85
1513,6821,63,1637,3.85
1514,5200,56,1454,3.85
1515,7536,17,442,3.85
1516,7089,6,156,3.85
1517,7083,6,156,3.85
1518,7596,21,545,3.85
1519,7599,15,390,3.85
1520,7392,10,260,3.85
1521,4984,47,1221,3.85
1522,7076,6,156,3.85
1523,5331,39,1012,3.85
1524,4106,92,2391,3.85
1525,5382,35,908,3.85
1526,4901,38,989,3.84
1527,4904,22,573,3.84
1528,5355,28,730,3.84
1529,4741,101,2633,3.84
1530,6775,21,547,3.84
1531,7946,14,365,3.84
1532,7959,14,365,3.84
1533,4303,109,2838,3.84
1534,5446,36,940,3.83
1535,6015,35,914,3.83
1536,5500,28,731,3.83
1537,5047,29,758,3.83
1538,4610,79,2060,3.83
1539,7489,21,549,3.83
1540,1691,254,6628,3.83
1541,5671,25,653,3.83
1542,7692,14,366,3.83
1543,5416,24,626,3.83
1544,7526,8,209,3.83
1545,7464,22,574,3.83
1546,6177,75,1961,3.82
1547,2474,146,3821,3.82
1548,3678,95,2485,3.82
1549,4660,64,1677,3.82
1550,4794,77,2018,3.82
1551,4291,107,2803,3.82
1552,4549,85,2228,3.82
1553,7417,19,497,3.82
1554,7498,13,340,3.82
1555,7641,16,419,3.82
1556,5336,37,969,3.82
1557,2228,101,2642,3.82
1558,5716,22,577,3.81
1559,4642,108,2835,3.81
1560,5245,45,1182,3.81
1561,6028,18,473,3.81
1562,6944,19,499,3.81
1563,5762,36,944,3.81
1564,2074,277,7276,3.81
1565,5313,32,839,3.81
1566,4065,60,1574,3.81
1567,6864,60,1576,3.81
1568,4646,102,2679,3.81
1569,5112,58,1521,3.81
1570,5235,27,711,3.8
1571,2330,117,3075,3.8
1572,6833,63,1659,3.8
1573,5128,53,1395,3.8
1574,70,681,17907,3.8
1575,6826,64,1686,3.8
1576,1843,289,7611,3.8
1577,5528,26,685,3.8
1578,7831,18,474,3.8
1579,4112,96,2531,3.79
1580,33,602,15896,3.79
1581,7254,17,449,3.79
1582,2253,110,2906,3.79
1583,4784,71,1873,3.79
1584,6883,28,738,3.79
1585,4258,108,2848,3.79
1586,4477,62,1637,3.79
1587,3851,82,2162,3.79
1588,4101,84,2216,3.79
1589,5271,57,1504,3.79
1590,7573,16,422,3.79
1591,4727,71,1876,3.78
1592,5274,63,1668,3.78
1593,5280,26,687,3.78
1594,5571,23,608,3.78
1595,6420,61,1614,3.78
1596,5406,24,635,3.78
1597,5081,68,1797,3.78
1598,6216,88,2327,3.78
1599,4061,64,1692,3.78
1600,5159,38,1004,3.78
1601,6146,83,2199,3.77
1602,4355,108,2865,3.77
1603,4476,85,2252,3.77
1604,4139,130,3450,3.77
1605,4959,74,1962,3.77
1606,6088,55,1457,3.77
1607,2771,100,2655,3.77
1608,2223,158,4187,3.77
1609,4718,33,875,3.77
1610,3341,44,1166,3.77
1611,5344,45,1194,3.77
1612,2473,121,3207,3.77
1613,2397,146,3872,3.77
1614,4255,103,2743,3.76
1615,7729,18,479,3.76
1616,5054,41,1090,3.76
1617,4622,83,2207,3.76
1618,4802,39,1038,3.76
1619,4265,113,3005,3.76
1620,4228,111,2954,3.76
1621,6817,59,1568,3.76
1622,4670,62,1649,3.76
1623,6337,38,1010,3.76
1624,5564,33,880,3.75
1625,7873,17,453,3.75
1626,4489,66,1758,3.75
1627,4563,90,2397,3.75
1628,6809,58,1545,3.75
1629,4103,105,2799,3.75
1630,6098,61,1628,3.75
1631,4836,65,1734,3.75
1632,3261,76,2024,3.75
1633,7511,20,533,3.75
1634,4798,53,1419,3.74
1635,4436,52,1392,3.74
1636,4205,112,2994,3.74
1637,4175,116,3100,3.74
1638,4484,57,1525,3.74
1639,5427,26,695,3.74
1640,2450,217,5808,3.74
1641,4700,43,1153,3.73
1642,5253,49,1312,3.73
1643,4415,94,2518,3.73
1644,5165,38,1019,3.73
1645,4327,136,3643,3.73
1646,3715,116,3106,3.73
1647,5285,40,1071,3.73
1648,5845,50,1342,3.73
1649,5203,32,858,3.73
1650,4217,145,3891,3.73
1651,5547,42,1126,3.73
1652,5295,30,804,3.73
1653,4460,114,3059,3.73
1654,4722,29,777,3.73
1655,4626,120,3227,3.72
1656,6223,63,1695,3.72
1657,5537,22,592,3.72
1658,1987,241,6483,3.72
1659,7759,9,242,3.72
1660,4383,104,2793,3.72
1661,5928,9,242,3.72
1662,4454,89,2392,3.72
1663,6253,55,1479,3.72
1664,4403,46,1235,3.72
1665,4375,102,2741,3.72
1666,4474,91,2449,3.72
1667,4209,126,3396,3.71
1668,4863,61,1642,3.71
1669,5086,25,674,3.71
1670,2805,167,4505,3.71
1671,7343,21,566,3.71
1672,4480,53,1430,3.71
1673,4171,106,2855,3.71
1674,4297,102,2746,3.71
1675,5679,26,700,3.71
1676,7561,8,216,3.7
1677,5093,42,1134,3.7
1678,3313,45,1215,3.7
1679,7551,9,243,3.7
1680,7608,19,514,3.7
1681,5262,48,1298,3.7
1682,5991,1,27,3.7
1683,4195,136,3678,3.7
1684,5312,38,1026,3.7
1685,7827,17,460,3.7
1686,7236,14,378,3.7
1687,6327,8,216,3.7
1688,21,720,19510,3.69
1689,4735,67,1815,3.69
1690,2968,98,2656,3.69
1691,6209,68,1844,3.69
1692,3144,43,1166,3.69
1693,5543,28,759,3.69
1694,4917,33,894,3.69
1695,6882,35,949,3.69
1696,4387,106,2875,3.69
1697,6197,73,1980,3.69
1698,2025,341,9231,3.69
1699,4035,67,1818,3.69
1700,7308,20,544,3.68
1701,6186,83,2253,3.68
1702,4194,129,3510,3.68
1703,4594,45,1223,3.68
1704,7932,6,163,3.68
1705,1354,126,3420,3.68
1706,1349,111,3018,3.68
1707,7603,5,136,3.68
1708,2415,119,3235,3.68
1709,4274,130,3532,3.68
1710,5784,28,760,3.68
1711,4096,69,1877,3.68
1712,6478,25,680,3.68
1713,6365,5,136,3.68
1714,4519,85,2312,3.68
1715,9551,22,600,3.67
1716,4143,84,2290,3.67
1717,4029,59,1607,3.67
1718,4495,69,1880,3.67
1719,6249,43,1171,3.67
1720,5456,28,762,3.67
1721,4536,116,3164,3.67
1722,6917,28,763,3.67
1723,6838,37,1007,3.67
1724,4559,83,2261,3.67
1725,2349,156,4251,3.67
1726,4621,100,2723,3.67
1727,5670,42,1145,3.67
1728,4400,127,3463,3.67
1729,6819,64,1750,3.66
1730,2667,121,3306,3.66
1731,3994,37,1012,3.66
1732,5906,22,601,3.66
1733,4630,76,2077,3.66
1734,4149,98,2678,3.66
1735,7689,7,191,3.66
1736,4649,101,2760,3.66
1737,2772,93,2541,3.66
1738,3879,86,2351,3.66
1739,6796,23,629,3.66
1740,4747,87,2377,3.66
1741,3714,119,3249,3.66
1742,7622,19,521,3.65
1743,7708,7,192,3.65
1744,7863,8,219,3.65
1745,4078,55,1506,3.65
1746,3127,30,822,3.65
1747,2669,94,2575,3.65
1748,5711,51,1398,3.65
1749,7764,10,274,3.65
1750,7784,5,137,3.65
1751,3068,47,1286,3.65
1752,2635,101,2774,3.64
1753,7791,15,412,3.64
1754,7755,12,330,3.64
1755,4524,66,1814,3.64
1756,6294,24,659,3.64
1757,2850,89,2446,3.64
1758,7778,12,330,3.64
1759,5791,22,604,3.64
1760,4060,79,2171,3.64
1761,5210,46,1265,3.64
1762,6083,51,1401,3.64
1763,3586,66,1814,3.64
1764,2760,98,2702,3.63
1765,6860,66,1820,3.63
1766,6351,7,193,3.63
1767,4076,53,1459,3.63
1768,6202,94,2591,3.63
1769,6814,58,1598,3.63
1770,6241,79,2177,3.63
1771,7427,21,579,3.63
1772,6011,23,633,3.63
1773,4016,81,2238,3.62
1774,5139,49,1353,3.62
1775,1377,159,4395,3.62
1776,4739,63,1740,3.62
1777,4320,80,2213,3.62
1778,3947,94,2594,3.62
1779,2265,86,2376,3.62
1780,7445,21,580,3.62
1781,3235,68,1881,3.62
1782,7804,8,221,3.62
1783,2035,332,9181,3.62
1784,3686,82,2264,3.62
1785,7486,20,552,3.62
1786,6021,48,1330,3.61
1787,3574,55,1523,3.61
1788,7854,14,388,3.61
1789,4862,84,2324,3.61
1790,4720,70,1938,3.61
1791,3356,66,1826,3.61
1792,3669,111,3078,3.61
1793,3645,46,1274,3.61
1794,4013,72,1994,3.61
1795,6447,23,637,3.61
1796,2411,176,4871,3.61
1797,2955,61,1690,3.61
1798,7465,21,581,3.61
1799,4411,51,1412,3.61
1800,4246,111,3071,3.61
1801,3425,31,860,3.6
1802,5407,32,889,3.6
1803,4324,83,2305,3.6
1804,7264,10,278,3.6
1805,4334,86,2389,3.6
1806,3960,61,1693,3.6
1807,4745,44,1221,3.6
1808,6410,67,1860,3.6
1809,6996,17,472,3.6
1810,5782,23,639,3.6
1811,4152,109,3029,3.6
1812,3550,58,1615,3.59
1813,2034,301,8396,3.59
1814,4552,74,2062,3.59
1815,4643,94,2619,3.59
1816,4811,71,1976,3.59
1817,5853,54,1505,3.59
1818,2113,82,2283,3.59
1819,5289,47,1313,3.58
1820,5247,29,809,3.58
1821,6014,30,837,3.58
1822,6242,57,1591,3.58
1823,4658,57,1593,3.58
1824,4683,57,1593,3.58
1825,2596,65,1815,3.58
1826,7210,13,363,3.58
1827,3124,24,673,3.57
1828,6123,76,2128,3.57
1829,2354,174,4873,3.57
1830,7981,13,364,3.57
1831,5029,43,1203,3.57
1832,5881,9,252,3.57
1833,3946,63,1766,3.57
1834,5230,42,1176,3.57
1835,7156,2,56,3.57
1836,6229,72,2020,3.56
1837,4160,126,3542,3.56
1838,4083,54,1518,3.56
1839,7975,13,365,3.56
1840,4749,78,2194,3.56
1841,3853,60,1686,3.56
1842,2394,176,4940,3.56
1843,4696,49,1377,3.56
1844,4774,40,1124,3.56
1845,4817,53,1487,3.56
1846,3774,73,2052,3.56
1847,4056,78,2193,3.56
1848,7938,13,365,3.56
1849,6260,70,1969,3.56
1850,7928,13,365,3.56
1851,6246,63,1772,3.56
1852,5259,26,730,3.56
1853,2703,110,3102,3.55
1854,2183,198,5582,3.55
1855,4148,102,2876,3.55
1856,7960,6,169,3.55
1857,4122,126,3549,3.55
1858,6887,24,676,3.55
1859,6851,52,1466,3.55
1860,6417,27,761,3.55
1861,4422,99,2799,3.54
1862,6213,20,565,3.54
1863,4526,90,2543,3.54
1864,2224,211,5957,3.54
1865,4556,102,2879,3.54
1866,6331,8,226,3.54
1867,5704,37,1046,3.54
1868,6780,19,536,3.54
1869,5080,21,593,3.54
1870,4428,102,2880,3.54
1871,2403,163,4600,3.54
1872,5335,28,791,3.54
1873,4257,93,2625,3.54
1874,4692,61,1725,3.54
1875,4358,129,3643,3.54
1876,6356,8,226,3.54
1877,5646,14,396,3.54
1878,2969,51,1440,3.54
1879,4055,66,1870,3.53
1880,2249,195,5519,3.53
1881,2334,126,3572,3.53
1882,7348,16,453,3.53
1883,7703,11,312,3.53
1884,2602,169,4785,3.53
1885,3227,68,1928,3.53
1886,3303,26,737,3.53
1887,4272,128,3622,3.53
1888,5339,25,709,3.53
1889,4304,88,2490,3.53
1890,5251,39,1106,3.53
1891,4361,127,3600,3.53
1892,2368,263,7460,3.53
1893,4628,110,3113,3.53
1894,7659,12,341,3.52
1895,4616,91,2586,3.52
1896,2186,141,4006,3.52
1897,5730,29,824,3.52
1898,5809,38,1080,3.52
1899,5497,36,1023,3.52
1900,5589,38,1081,3.52
1901,2071,196,5568,3.52
1902,3864,72,2045,3.52
1903,6942,19,540,3.52
1904,4776,67,1909,3.51
1905,2148,66,1880,3.51
1906,5799,50,1424,3.51
1907,5269,33,939,3.51
1908,4039,78,2223,3.51
1909,1317,216,6147,3.51
1910,4861,87,2481,3.51
1911,4680,58,1651,3.51
1912,3682,76,2168,3.51
1913,2956,92,2618,3.51
1914,4751,46,1309,3.51
1915,4330,77,2192,3.51
1916,4775,44,1252,3.51
1917,4385,93,2647,3.51
1918,4690,30,857,3.5
1919,4843,60,1716,3.5
1920,5292,37,1056,3.5
1921,4608,73,2087,3.5
1922,7634,17,486,3.5
1923,6210,83,2374,3.5
1924,4179,106,3027,3.5
1925,7408,20,572,3.5
1926,25,473,13496,3.5
1927,7501,17,487,3.49
1928,4600,44,1262,3.49
1929,4166,108,3096,3.49
1930,4071,76,2180,3.49
1931,6779,20,573,3.49
1932,2248,165,4733,3.49
1933,4159,95,2723,3.49
1934,4938,31,887,3.49
1935,4293,111,3180,3.49
1936,7780,14,402,3.48
1937,2079,243,6987,3.48
1938,3806,82,2358,3.48
1939,7760,17,488,3.48
1940,2638,125,3596,3.48
1941,3958,72,2071,3.48
1942,4828,62,1784,3.48
1943,5642,22,632,3.48
1944,7868,17,488,3.48
1945,2454,159,4570,3.48
1946,3881,87,2500,3.48
1947,4004,72,2071,3.48
1948,2432,126,3623,3.48
1949,4251,106,3044,3.48
1950,5587,23,661,3.48
1951,4555,77,2219,3.47
1952,7579,6,173,3.47
1953,4011,93,2681,3.47
1954,4222,105,3026,3.47
1955,5658,19,548,3.47
1956,4788,77,2218,3.47
1957,2640,73,2103,3.47
1958,6350,13,375,3.47
1959,6330,6,173,3.47
1960,6541,14,403,3.47
1961,7591,9,259,3.47
1962,5729,32,921,3.47
1963,4704,56,1618,3.46
1964,5804,23,664,3.46
1965,4571,76,2195,3.46
1966,4001,71,2051,3.46
1967,5170,30,868,3.46
1968,6125,72,2078,3.46
1969,2412,192,5565,3.45
1970,2316,166,4815,3.45
1971,4266,92,2670,3.45
1972,5494,25,724,3.45
1973,5693,24,695,3.45
1974,5779,23,667,3.45
1975,7588,6,174,3.45
